address,price,beds,baths,sqft,lot_hoa_walk,agent,url,image
"18 Cottage Pl, Staten Island, NY 10302, 3 beds, 1.5 baths","$499,900",3 beds,1.5 baths,"1,300 sq ft",,Listing by Century 21 Papp Realty,https://www.redfin.com/NY/Staten-Island/18-Cottage-Pl-10302/home/56063544,https://ssl.cdn-redfin.com/photo/187/islphoto/853/genIslnoResize.2503853_2.jpg
"90 La Salle St Unit 5A, New York City, NY 10027, 2 beds, 1 bath","$595,000",2 beds,1 bath,— sq ft,,Listing by Berkshire Hathaway HomeServices New York Properties • Provided by REBNY,https://www.redfin.com/NY/New-York/90-La-Salle-St-10027/unit-5A/home/193355306,https://ssl.cdn-redfin.com/photo/211/islphoto/525/genIslnoResize.RLS20034525_0.jpg
"144 Winchester Ave, Staten  Island, NY 10312, 2 beds, 1.5 baths","$769,000",2 beds,1.5 baths,"1,000 sq ft",,Listing by Re Max Team,https://www.redfin.com/NY/Staten-Island/144-Winchester-Ave-10312/home/56127193,https://ssl.cdn-redfin.com/photo/204/islphoto/890/genIslnoResize.493890_0.jpg
"115-08 145 St, Jamaica, NY 11436, 6 beds, 3 baths","$999,999",6 beds,3 baths,"2,024 sq ft",,Listing by Century 21 Milestone Team Rlty,https://www.redfin.com/NY/Jamaica/11508-145th-St-11436/home/20718472,https://ssl.cdn-redfin.com/photo/269/islphoto/709/genIslnoResize.884709_0.jpg
"10909 169th Pl, Jamaica, NY 11433, 3 beds, 1 bath","$500,000",3 beds,1 bath,"1,343 sq ft",,Listing by NY Home Ventures,https://www.redfin.com/NY/Jamaica/10909-169th-Pl-11433/home/20757689,https://ssl.cdn-redfin.com/photo/269/islphoto/918/genIslnoResize.883918_0.jpg
"100 Claremont Ave Unit 15F, New York City, NY 10027, 3 beds, 3 baths","$2,785,000",3 beds,3 baths,"1,577 sq ft",,Listing by Corcoran Sunshine Marketing Group • Provided by REBNY,https://www.redfin.com/NY/New-York/100-Claremont-Ave-10027/unit-15F/home/191501983,https://ssl.cdn-redfin.com/photo/211/islphoto/519/genIslnoResize.RLS20034519_2.jpg
"225 W 86th St #407, New York City, NY 10024, 2 beds, 2.5 baths","$3,995,000",2 beds,2.5 baths,"1,492 sq ft",,Listing by Douglas Elliman Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/225-W-86th-St-10024/unit-407/home/196254117,https://ssl.cdn-redfin.com/photo/211/islphoto/517/genIslnoResize.RLS20034517_0.jpg
"40-44 Hampton St, Elmhurst, NY 11373, 8 beds, 3 baths","$2,150,000",8 beds,3 baths,"3,263 sq ft",,Listing by Winzone Realty Inc,https://www.redfin.com/NY/Elmhurst/4044-Hampton-St-11373/home/20931538,https://ssl.cdn-redfin.com/photo/269/islphoto/682/genIslnoResize.884682_0.jpg
"3850 Hudson Manor Ter Unit 6DE, New York City, NY 10463, 2 beds, 2 baths","$359,000",2 beds,2 baths,"1,200 sq ft",,Listing by Compass • Provided by REBNY,https://www.redfin.com/NY/Bronx/3850-Hudson-Manor-Ter-10463/unit-6DE/home/40496842,https://ssl.cdn-redfin.com/photo/211/islphoto/515/genIslnoResize.RLS20034515_0.jpg
"44-15 College Point Blvd Unit 3F, Flushing, NY 11355, 1 bed, 1 bath","$599,900",1 bed,1 bath,471 sq ft,,Listing by E Realty International Corp,https://www.redfin.com/NY/Flushing/4415-College-Point-Blvd-11355/unit-3F/home/185500765,https://ssl.cdn-redfin.com/photo/269/islphoto/686/genIslnoResize.884686_0.jpg
"10411 188th St, Saint Albans, NY 11412, 2 beds, 2 baths","$649,000",2 beds,2 baths,"1,020 sq ft",,Listing by Keystone Realty USA Corp,https://www.redfin.com/NY/Saint-Albans/10411-188th-St-11412/home/20752416,https://ssl.cdn-redfin.com/photo/269/islphoto/684/genIslnoResize.884684_0.jpg
"151-10 33rd Ave, Flushing, NY 11354, 3 beds, 2 baths","$1,088,000",3 beds,2 baths,"1,488 sq ft",,Listing by RE/MAX 1st Choice,https://www.redfin.com/NY/Flushing/15110-33rd-Ave-11354/home/20851518,https://ssl.cdn-redfin.com/photo/269/islphoto/971/genIslnoResize.883971_0.jpg
"536 46th St, Brooklyn, NY 11220, 6 beds, 3 baths","$1,638,000",6 beds,3 baths,"1,716 sq ft",,Listing by Century 21 Realty First,https://www.redfin.com/NY/Brooklyn/536-46th-St-11220/home/40691663,https://ssl.cdn-redfin.com/photo/204/islphoto/907/genIslnoResize.493907_0.jpg
"49 Bamberger Ln, Staten Island, NY 10312, 3 beds, 2 baths","$899,900",3 beds,2 baths,"1,750 sq ft",,Listing by Gillani Homes Inc.,https://www.redfin.com/NY/Staten-Island/49-Bamberger-Ln-10312/home/56109836,https://ssl.cdn-redfin.com/photo/187/islphoto/852/genIslnoResize.2503852_1.jpg
"85-23 Broadway Unit 7C, Elmhurst, NY 11373, 2 beds, 2 baths","$668,000",2 beds,2 baths,800 sq ft,,Listing by Winzone Realty Inc,https://www.redfin.com/NY/Elmhurst/8523-Broadway-11373/unit-7C/home/28685146,https://ssl.cdn-redfin.com/photo/269/islphoto/666/genIslnoResize.884666_0.jpg
"40 Oceana Dr Unit 5G, Brooklyn, NY 11235, 2 beds, 2 baths","$989,000",2 beds,2 baths,"1,250 sq ft",,Listing by Hometown Properties,https://www.redfin.com/NY/Brooklyn/40-Oceana-Dr-W-11235/unit-5G/home/40637611,https://ssl.cdn-redfin.com/photo/204/islphoto/851/genIslnoResize.493851_1.jpg
"2156 Cruger Ave Unit 5G, Bronx, NY 10462, 2 beds, 1 bath","$185,000",2 beds,1 bath,"1,000 sq ft",,Listing by Lopez Realty Team Inc,https://www.redfin.com/NY/Bronx/2156-Cruger-Ave-10462/unit-5G/home/178983044,https://ssl.cdn-redfin.com/photo/269/islphoto/664/genIslnoResize.884664_0.jpg
"2155 Walton Ave, Bronx, NY 10453, 7 beds, 3 baths","$929,000",7 beds,3 baths,"1,406 sq ft",,Listing by WW Realty Group Inc,https://www.redfin.com/NY/Bronx/2155-Walton-Ave-10453/home/44754708,https://ssl.cdn-redfin.com/photo/269/islphoto/660/genIslnoResize.884660_0.jpg
"699 Henderson Ave, Staten  Island, NY 10310, 4 beds, 3.5 baths","$749,000",4 beds,3.5 baths,"2,500 sq ft",,Listing by Exit All Seasons Realty,https://www.redfin.com/NY/Staten-Island/699-Henderson-Ave-10310/home/56082625,https://ssl.cdn-redfin.com/photo/204/islphoto/906/genIslnoResize.493906_1.jpg
"145 Lincoln Ave Unit 1k, Staten Island, NY 10306, 2 beds, 1 bath","$385,000",2 beds,1 bath,999 sq ft,,"Listing by Neuhaus Realty, Inc.",https://www.redfin.com/NY/Staten-Island/145-Lincoln-Ave-10306/unit-1K/home/56110640,https://ssl.cdn-redfin.com/photo/187/islphoto/851/genIslnoResize.2503851_0.jpg
"67-38 108th St Unit C53, Forest Hills, NY 11375, 1 bed, 1 bath","$299,000",1 bed,1 bath,— sq ft,,Listing by EXP Realty,https://www.redfin.com/NY/Forest-Hills/6738-108th-St-11375/unit-C53/home/143394351,https://ssl.cdn-redfin.com/photo/269/islphoto/139/genIslnoResize.884139_0.jpg
"37-20 Prince St Unit 12C, Flushing, NY 11354, 2 beds, 1 bath","$778,000",2 beds,1 bath,885 sq ft,,Listing by E Realty International Corp,https://www.redfin.com/NY/Flushing/3720-Prince-St-11354/unit-12C/home/40938626,https://ssl.cdn-redfin.com/photo/269/islphoto/629/genIslnoResize.884629_0.jpg
"527 57th St, Brooklyn, NY 11220","$1,599,000",0 beds,— baths,"1,648 sq ft",,Listing by RE/MAX Edge,https://www.redfin.com/NY/Brooklyn/527-57th-St-11220/home/40694629,https://ssl.cdn-redfin.com/photo/269/islphoto/642/genIslnoResize.884642_0.jpg
"95-37 111, Richmond Hill S., NY 11419, 3 beds, 2 baths","$599,999",3 beds,2 baths,"1,500 sq ft",,Listing by Realty Connect USA LLC,https://www.redfin.com/NY/South-Richmond-Hill/9537-111th-St-11419/home/20776448,https://ssl.cdn-redfin.com/photo/269/islphoto/396/genIslnoResize.884396_0.jpg
"15 Central Park W Unit 24F, New York City, NY 10023, 2 beds, 2.5 baths","$6,500,000",2 beds,2.5 baths,"1,422 sq ft",,Listing by Corcoran Group • Provided by REBNY,https://www.redfin.com/NY/New-York/15-Central-Park-W-10023/unit-24F/home/45195211,https://ssl.cdn-redfin.com/photo/211/islphoto/490/genIslnoResize.RLS20034490_0.jpg
"38-15 149 St Unit 3F, Flushing, NY 11354, 2 beds, 1 bath","$398,000",2 beds,1 bath,900 sq ft,,Listing by Chous Realty Group Inc,https://www.redfin.com/NY/Flushing/3815-149th-St-11354/unit-3F/home/196253679,https://ssl.cdn-redfin.com/photo/269/islphoto/383/genIslnoResize.884383_0.jpg
"165 Lexington Ave Unit 2B, New York City, NY 10016, 1 bath","$775,000",0 beds,1 bath,432 sq ft,,Listing by Corcoran Group • Provided by REBNY,https://www.redfin.com/NY/New-York/165-Lexington-Ave-10016/unit-2B/home/177302503,https://ssl.cdn-redfin.com/photo/211/islphoto/488/genIslnoResize.RLS20034488_0.jpg
"23 E 21st St #3, New York City, NY 10010, 4 beds, 1 bath","$3,950,000",4 beds,1 bath,"4,300 sq ft",,Listing by Compass • Provided by REBNY,https://www.redfin.com/NY/New-York/23-E-21st-St-10010/unit-3/home/196253651,https://ssl.cdn-redfin.com/photo/211/islphoto/487/genIslnoResize.RLS20034487_2.jpg
"102 Noel Ave, Brooklyn, NY 11229, 2 beds, 2 baths","$788,000",2 beds,2 baths,"1,255 sq ft",,Listing by Bergen Basin Realty LLC,https://www.redfin.com/NY/Brooklyn/102-Noel-Ave-11229/home/40911507,https://ssl.cdn-redfin.com/photo/204/islphoto/900/genIslnoResize.493900_0.jpg
"70-20 108th St Unit 9O, New York City, NY 11375, 1 bath","$310,000",0 beds,1 bath,620 sq ft,,Listing by Hauseit LLC • Provided by REBNY,https://www.redfin.com/NY/Flushing/7020-108th-St-11375/unit-9O/home/194158294,https://ssl.cdn-redfin.com/photo/211/islphoto/483/genIslnoResize.RLS20034483_3.jpg
"1014 E 40th St, Brooklyn, NY, 3 beds, 1 bath","$770,000",3 beds,1 bath,"1,408 sq ft",,Listing by BHHS Fillmore R.E.,https://www.redfin.com/NY/Brooklyn/1014-E-40th-St-11210/home/40875782,https://ssl.cdn-redfin.com/photo/204/islphoto/855/genIslnoResize.493855_0.jpg
"282 Seaview Ave, Staten Island, NY 10305, 3 beds, 4 baths","$988,888",3 beds,4 baths,"2,460 sq ft",,Listing by Prereal Prendamano Real Estate,https://www.redfin.com/NY/Staten-Island/282-Seaview-Ave-10305/home/148268320,https://ssl.cdn-redfin.com/photo/187/islphoto/850/genIslnoResize.2503850_0.jpg
"695 1st Ave Unit 38B, New York City, NY 10016, 2 beds, 2.5 baths","$2,350,000",2 beds,2.5 baths,"1,576 sq ft",,Listing by Douglas Elliman Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/695-1st-Ave-10016/unit-38B/home/180460801,https://ssl.cdn-redfin.com/photo/211/islphoto/469/genIslnoResize.RLS20034469_0.jpg
"249-01 61st Ave #450, Little Neck, NY 11362, 1 bed, 1 bath","$299,000",1 bed,1 bath,657 sq ft,,Listing by EXP Realty,https://www.redfin.com/NY/Little-Neck/24901-61st-Ave-11362/unit-450/home/40392745,https://ssl.cdn-redfin.com/photo/269/islphoto/599/genIslnoResize.884599_0.jpg
"303 E 57th St Unit 30F, New York City, NY 10022, 3 beds, 3 baths","$849,000",3 beds,3 baths,"2,200 sq ft",,Listing by Coldwell Banker Warburg • Provided by REBNY,https://www.redfin.com/NY/New-York/303-E-57th-St-10022/unit-30F/home/45155475,https://ssl.cdn-redfin.com/photo/211/islphoto/467/genIslnoResize.RLS20034467_1.jpg
"60 Sutton Pl S Unit 3EN, New York City, NY 10022, 1 bed, 1.5 baths","$999,000",1 bed,1.5 baths,— sq ft,,Listing by Brown Harris Stevens Residential Sales LLC • Provided by REBNY,https://www.redfin.com/NY/New-York/60-Sutton-Pl-S-10022/unit-3EN/home/45230129,https://ssl.cdn-redfin.com/photo/211/islphoto/464/genIslnoResize.RLS20034464_2.jpg
"60 Oceana Dr W Unit 4I, Brooklyn, NY 11235, 3 beds, 3 baths","$1,499,000",3 beds,3 baths,"1,569 sq ft",Garage; Pool; Walker's paradise,Listing by Golden Real,https://www.redfin.com/NY/Brooklyn/60-Oceana-Dr-W-11235/unit-4I/home/40914600,https://ssl.cdn-redfin.com/photo/204/islphoto/903/genIslnoResize.493903_1.jpg
"304 Bay 17th St Unit 2A, Brooklyn, NY 11214, 1 bed, 1 bath","$289,000",1 bed,1 bath,700 sq ft,Very walkable,Listing by ProBase Real Estate,https://www.redfin.com/NY/Brooklyn/304-Bay-17th-St-11214/unit-2A/home/171335260,https://ssl.cdn-redfin.com/photo/204/islphoto/902/genIslnoResize.493902_1.jpg
"303 E 57th St Unit 39A, New York City, NY 10022, 3 beds, 3 baths","$849,000",3 beds,3 baths,— sq ft,"$8,649 HOA; Garage; Walker's paradise",Listing by Brown Harris Stevens Residential Sales LLC • Provided by REBNY,https://www.redfin.com/NY/New-York/303-E-57th-St-10022/unit-39A/home/188609726,https://ssl.cdn-redfin.com/photo/211/islphoto/461/genIslnoResize.RLS20034461_1.jpg
"8837 Pitkin Ave, Ozone Park, NY 11417, 10 beds, 6 baths","$1,800,000",10 beds,6 baths,"3,432 sq ft","3,050 sq ft lot; Garage; Very walkable",Listing by Connexion I Rl Est Svcs Inc,https://www.redfin.com/NY/Ozone-Park/8837-Pitkin-Ave-11417/home/20730099,https://ssl.cdn-redfin.com/photo/269/islphoto/594/genIslnoResize.884594_0.jpg
"366 Broadway Unit PHC, New York City, NY 10013, 2 beds, 2 baths","$3,299,000",2 beds,2 baths,— sq ft,"$4,190 HOA; Walker's paradise",Listing by Compass • Provided by REBNY,https://www.redfin.com/NY/New-York/366-Broadway-10003/unit-PHC/home/160668233,https://ssl.cdn-redfin.com/photo/211/islphoto/227/genIslnoResize.RLS20034227_1.jpg
"35-21 81st St Unit 1B, Jackson Heights, NY 11372, 2 beds, 1 bath","$659,000",2 beds,1 bath,"1,250 sq ft",,Listing by Properties Logan Inc,https://www.redfin.com/NY/Jackson-Heights/3521-81st-St-11372/unit-1B/home/147902819,https://ssl.cdn-redfin.com/photo/269/islphoto/193/genIslnoResize.879193_0.jpg
"201 E 23rd St Unit 3D, New York City, NY 10010, 1 bed, 1 bath","$1,325,000",1 bed,1 bath,708 sq ft,,Listing by Compass • Provided by REBNY,https://www.redfin.com/NY/New-York/201-E-23rd-St-10010/unit-3D/home/196253100,https://ssl.cdn-redfin.com/photo/211/islphoto/454/genIslnoResize.RLS20034454_1.jpg
"15 Gridley Ave, Staten Island, NY 10303, 3 beds, 3.5 baths","$689,000",3 beds,3.5 baths,"1,620 sq ft",,Listing by Ashford Homes LLC,https://www.redfin.com/NY/Staten-Island/15-Gridley-Ave-10303/home/56102121,https://ssl.cdn-redfin.com/photo/187/islphoto/848/genIslnoResize.2503848_2.jpg
"34-24 82nd St #2, Jackson Heights, NY 11372, 1 bed, 1 bath","$285,000",1 bed,1 bath,800 sq ft,,Listing by Properties Logan Inc,https://www.redfin.com/NY/Queens/34-24-82nd-St-11372/unit-2/home/175087110,https://ssl.cdn-redfin.com/photo/269/islphoto/191/genIslnoResize.879191_0.jpg
"8115 35th Ave #6, Jackson Heights, NY 11372, 1 bed, 1 bath","$315,000",1 bed,1 bath,650 sq ft,,Listing by Properties Logan Inc,https://www.redfin.com/NY/Queens/81-15-35th-Ave-11372/unit-6/home/187245997,https://ssl.cdn-redfin.com/photo/269/islphoto/202/genIslnoResize.879202_0.jpg
"264 Water St Unit 3A, New York City, NY 10038, 2 beds, 2 baths","$1,450,000",2 beds,2 baths,"1,317 sq ft",,Listing by Corcoran Group • Provided by REBNY,https://www.redfin.com/NY/New-York/264-Water-St-10038/unit-3A/home/105885110,https://ssl.cdn-redfin.com/photo/211/islphoto/448/genIslnoResize.RLS20034448_3.jpg
"304 W 115th St Unit 5B, New York City, NY 10026, 2 beds, 2 baths","$1,235,000",2 beds,2 baths,"1,361 sq ft",,Listing by Corcoran Group • Provided by REBNY,https://www.redfin.com/NY/New-York/304-W-115th-St-10026/unit-5B/home/45139049,https://ssl.cdn-redfin.com/photo/211/islphoto/446/genIslnoResize.RLS20034446_1.jpg
"300 E 33rd St Unit 9D, New York City, NY 10016, 1 bath","$700,000",0 beds,1 bath,550 sq ft,,Listing by Compass • Provided by REBNY,https://www.redfin.com/NY/New-York/300-E-33rd-St-10016/unit-9D/home/45256978,https://ssl.cdn-redfin.com/photo/211/islphoto/440/genIslnoResize.RLS20034440_7.jpg
"95 Greene St Unit 2-E, New York City, NY 10012, 2 beds, 2.5 baths","$3,600,000",2 beds,2.5 baths,"1,300 sq ft",,Listing by Casa Blanca Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/95-Greene-St-10012/unit-2E/home/145086808,https://ssl.cdn-redfin.com/photo/211/islphoto/435/genIslnoResize.RLS20034435_1.jpg
"1275 E 51st St Unit 7C, Brooklyn, NY 11234, 1 bed, 1 bath","$220,000",1 bed,1 bath,639 sq ft,,Listing by Our Community Realty Ltd,https://www.redfin.com/NY/Brooklyn/1275-E-51st-St-11234/unit-7C/home/40661685,https://ssl.cdn-redfin.com/photo/269/islphoto/520/genIslnoResize.884520_1.jpg
"45 East Loop Rd, Staten Island, NY 10304, 4 beds, 3.5 baths","$1,840,000",4 beds,3.5 baths,"2,580 sq ft",,Listing by Toscana Property LLC,https://www.redfin.com/NY/Staten-Island/45-E-Loop-Rd-10304/home/56035766,https://ssl.cdn-redfin.com/photo/187/islphoto/847/genIslnoResize.2503847_0.jpg
"1912 Bay Ridge Pkwy, Brooklyn, NY 11204, 11 beds, 7 baths","$1,198,000",11 beds,7 baths,"5,364 sq ft",,Listing by E House Realty & Mgt. Inc,https://www.redfin.com/NY/Brooklyn/1912-Bay-Ridge-Pkwy-11204/home/40824925,https://ssl.cdn-redfin.com/photo/204/islphoto/896/genIslnoResize.493896_0.jpg
"3247 78 St, East Elmhurst, NY 11370, 3 beds, 2 baths","$980,000",3 beds,2 baths,"1,620 sq ft",,Listing by Winzone Realty Inc,https://www.redfin.com/NY/East-Elmhurst/3247-78th-St-11370/home/20942194,https://ssl.cdn-redfin.com/photo/269/islphoto/006/genIslnoResize.884006_0.jpg
"3751 86th St Unit 5C, Jackson Heights, NY 11372, 1 bed, 1 bath","$250,000",1 bed,1 bath,800 sq ft,,Listing by Dom Realty of NY Inc,https://www.redfin.com/NY/Jackson-Heights/3751-86th-St-11372/unit-5C/home/196246140,https://ssl.cdn-redfin.com/photo/269/islphoto/302/genIslnoResize.884302_0.jpg
"254-61 75th Ave Unit A11-1, Glen Oaks, NY 11004, 1 bed, 1 bath","$189,000",1 bed,1 bath,518 sq ft,,Listing by Compass Greater NY LLC,https://www.redfin.com/NY/Glen-Oaks/25461-75th-Ave-11004/unit-A111/home/20647030,https://ssl.cdn-redfin.com/photo/269/islphoto/331/genIslnoResize.884331_1.jpg
"96 Lefferts Pl #4, Brooklyn, NY 11238, 2 beds, 2 baths","$1,480,000",2 beds,2 baths,"1,215 sq ft",,Listing by Corcoran Group • Provided by REBNY,https://www.redfin.com/NY/Brooklyn/96-Lefferts-Pl-11238/unit-4/home/115677831,https://ssl.cdn-redfin.com/photo/211/islphoto/419/genIslnoResize.RLS20034419_6.jpg
"500 W 43rd St Unit 29-G, New York City, NY 10036, 1 bath","$530,000",0 beds,1 bath,415 sq ft,,Listing by Fischer Group Realty LLC • Provided by REBNY,https://www.redfin.com/NY/New-York/500-W-43rd-St-10036/unit-29G/home/45264312,https://ssl.cdn-redfin.com/photo/211/islphoto/418/genIslnoResize.RLS20034418_0.jpg
"48-55 43 St Unit 4H, Woodside, NY 11377, 1 bed, 1 bath","$379,000",1 bed,1 bath,625 sq ft,,Listing by Welcome Home R E Sunnyside,https://www.redfin.com/NY/Woodside/4855-43rd-St-11377/unit-4H/home/20627818,https://ssl.cdn-redfin.com/photo/269/islphoto/506/genIslnoResize.884506_0.jpg
"42-45 Kissena Blvd Unit 5B, Flushing, NY 11355, 1 bed, 1 bath","$305,000",1 bed,1 bath,680 sq ft,,Listing by Skynado LLC,https://www.redfin.com/NY/Flushing/42-45-Kissena-Blvd-11355/unit-5B/home/190926692,https://ssl.cdn-redfin.com/photo/269/islphoto/516/genIslnoResize.884516_0.jpg
"2614 202nd St, Bayside, NY 11360, 3 beds, 2 baths","$999,000",3 beds,2 baths,"1,448 sq ft",,Listing by Keller Williams Realty Greater,https://www.redfin.com/NY/Bayside/2614-202nd-St-11360/home/20834314,https://ssl.cdn-redfin.com/photo/269/islphoto/505/genIslnoResize.884505_0.jpg
"15-50 Waters Edge Dr, Bayside, NY 11360, 7 beds, 5 baths","$1,780,000",7 beds,5 baths,"2,484 sq ft",,Listing by Landmark International R E LLC,https://www.redfin.com/NY/Bayside/1550-Waters-Edge-Dr-11360/home/20837670,https://ssl.cdn-redfin.com/photo/269/islphoto/508/genIslnoResize.884508_0.jpg
"1 Hurley Ct, Far Rockaway, NY 11691, 7 beds, 3 baths","$1,299,000",7 beds,3 baths,— sq ft,,Listing by Moller Realty Group,https://www.redfin.com/NY/Far-Rockaway/1-Hurley-Ct-11691/home/196248001,https://ssl.cdn-redfin.com/photo/269/islphoto/503/genIslnoResize.884503_0.jpg
"48-17 42 St Unit 2C, Sunnyside, NY 11104, 1 bed, 1 bath","$359,000",1 bed,1 bath,625 sq ft,,Listing by Welcome Home R E Sunnyside,https://www.redfin.com/NY/Sunnyside/4817-42nd-St-11104/unit-2C/home/196247996,https://ssl.cdn-redfin.com/photo/269/islphoto/508/genIslnoResize.883508_0.jpg
"804 E 221st St, Bronx, NY 10467, 6 beds, 2 baths","$895,000",6 beds,2 baths,"2,950 sq ft",,Listing by Winzone Realty Inc,https://www.redfin.com/NY/Bronx/804-E-221st-St-10467/home/44737720,https://ssl.cdn-redfin.com/photo/269/islphoto/907/genIslnoResize.880907_0.jpg
"6 Normalee Rd, Staten Island, NY 10305, 4 beds, 2.5 baths","$1,139,000",4 beds,2.5 baths,"2,080 sq ft",,Listing by Keller Williams Realty Empire,https://www.redfin.com/NY/Staten-Island/6-Normalee-Rd-10305/home/56133227,https://ssl.cdn-redfin.com/photo/187/islphoto/845/genIslnoResize.2503845_6.jpg
"110 Kissel Ave, Staten Island, NY 10310, 3 beds, 2.5 baths","$1,199,999",3 beds,2.5 baths,"3,060 sq ft",,Listing by Taranto Realty,https://www.redfin.com/NY/Staten-Island/110-Kissel-Ave-10310/home/56029105,https://ssl.cdn-redfin.com/photo/187/islphoto/846/genIslnoResize.2503846_0.jpg
"9704 Pitkin Ave, Ozone Park, NY 11417, 5 beds, 2.5 baths","$1,200,000",5 beds,2.5 baths,"1,280 sq ft",,Listing by Mega Star Realty Corp,https://www.redfin.com/NY/Ozone-Park/9704-Pitkin-Ave-11417/home/20728257,https://ssl.cdn-redfin.com/photo/269/islphoto/284/genIslnoResize.877284_0.jpg
"87-40 Francis Lewis Blvd Unit A76, Queens Village, NY 11427, 2 beds, 1 bath","$235,000",2 beds,1 bath,800 sq ft,,Listing by Exit Realty First Choice,https://www.redfin.com/NY/Queens/8740-Francis-Lewis-Blvd-11427/unit-A76/home/196247911,https://ssl.cdn-redfin.com/photo/269/islphoto/497/genIslnoResize.884497_0.jpg
"1432 E 96th St, Brooklyn, NY 11236, 7 beds, 4 baths","$1,100,000",7 beds,4 baths,"1,197 sq ft",,Listing by Brooklyn Real Property Inc,https://www.redfin.com/NY/Brooklyn/1432-E-96th-St-11236/home/40893943,https://ssl.cdn-redfin.com/photo/204/islphoto/899/genIslnoResize.493899_0.jpg
"332 W 101st St Unit 5FRONT, New York City, NY 10025, 1 bed, 1 bath","$499,000",1 bed,1 bath,— sq ft,,Listing by Compass • Provided by REBNY,https://www.redfin.com/NY/New-York/332-W-101st-St-10025/unit-5FRONT/home/196247879,https://ssl.cdn-redfin.com/photo/211/islphoto/407/genIslnoResize.RLS20034407_1.jpg
"147-37 Roosevelt Ave Unit 5A, Flushing, NY 11354, 2 beds, 1 bath","$588,000",2 beds,1 bath,939 sq ft,,Listing by Century Titan Group Inc,https://www.redfin.com/NY/Flushing/14737-Roosevelt-Ave-11354/unit-5A/home/20855869,https://ssl.cdn-redfin.com/photo/269/islphoto/489/genIslnoResize.884489_0.jpg
"2301 Bathgate Ave, Bronx, NY 10458, 5 beds, 3 baths","$825,000",5 beds,3 baths,"1,836 sq ft",,Listing by Berkshire Hathaway HS NY Prop,https://www.redfin.com/NY/Bronx/2301-Bathgate-Ave-10458/home/44754309,https://ssl.cdn-redfin.com/photo/269/islphoto/665/genIslnoResize.883665_0.jpg
"361 59th St, Brooklyn, NY 11220, 8 beds, 6 baths","$1,388,000",8 beds,6 baths,"3,201 sq ft",,Listing by Century 21 Realty First,https://www.redfin.com/NY/Brooklyn/361-59th-St-11220/home/40695357,https://ssl.cdn-redfin.com/photo/204/islphoto/898/genIslnoResize.493898_0.jpg
"439 W 21st St, New York City, NY 10011, 7 beds, 7 baths","$6,495,000",7 beds,7 baths,"4,175 sq ft",,Listing by UbiQ NY Ltd • Provided by REBNY,https://www.redfin.com/NY/New-York/439-W-21st-St-10011/home/183589298,https://ssl.cdn-redfin.com/photo/211/islphoto/401/genIslnoResize.RLS20034401_2.jpg
"144-25 253rd St, Rosedale, NY 11422, 3 beds, 2.5 baths","$629,990",3 beds,2.5 baths,"1,440 sq ft",,Listing by RE/MAX Southshore Realty,https://www.redfin.com/NY/Rosedale/14425-253rd-St-11422/home/20689099,https://ssl.cdn-redfin.com/photo/269/islphoto/459/genIslnoResize.884459_0.jpg
"11157 166th St, Jamaica, NY 11433, 3 beds, 1 bath","$600,000",3 beds,1 bath,760 sq ft,,Listing by Instahomes Realty LLC,https://www.redfin.com/NY/Jamaica/11157-166th-St-11433/home/20757635,https://ssl.cdn-redfin.com/photo/269/islphoto/471/genIslnoResize.884471_0.jpg
"14 Ellsworth Ave, Yonkers, NY 10705, 7 beds, 3.5 baths","$1,595,000",7 beds,3.5 baths,"4,600 sq ft",0.24 acre lot; Very walkable,Listing by Douglas Elliman Real Estate,https://www.redfin.com/NY/Yonkers/14-Ellsworth-Ave-10705/home/20181716,https://ssl.cdn-redfin.com/photo/269/islphoto/288/genIslnoResize.884288_0.jpg
"3000 Valentine Ave Unit 3C, New York City, NY 10458, 2 beds, 1 bath","$260,000",2 beds,1 bath,— sq ft,"$1,279 HOA; Garage; Very walkable",Listing by Corcoran Group • Provided by REBNY,https://www.redfin.com/NY/Bronx/3000-Valentine-Ave-10458/unit-3C/home/194979010,https://ssl.cdn-redfin.com/photo/211/islphoto/394/genIslnoResize.RLS20034394_2.jpg
"1260 E 223rd St, Bronx, NY 10466, 4 beds, 2 baths","$450,000",4 beds,2 baths,"1,200 sq ft","7,322 sq ft lot; 2 garage spots; Very walkable",Listing by Keller Williams Realty NYC Grp,https://www.redfin.com/NY/Bronx/1260-E-223rd-St-10466/home/44737779,https://ssl.cdn-redfin.com/photo/269/islphoto/446/genIslnoResize.884446_0.jpg
"333 E 45th St Unit 26E, New York City, NY 10017, 1 bed, 1 bath","$780,000",1 bed,1 bath,— sq ft,$719 HOA; Garage; Walker's paradise,Listing by Brown Harris Stevens Residential Sales LLC • Provided by REBNY,https://www.redfin.com/NY/New-York/333-E-45th-St-10017/unit-26E/home/45280966,https://ssl.cdn-redfin.com/photo/211/islphoto/391/genIslnoResize.RLS20034391_0.jpg
